val,long_UTM11,lat_UTM11
"1",433077.8989000000,3772112.0710000000
"1",433085.3127000000,3772141.4160000002
"1",433095.1185000000,3772159.4309999999
"1",433093.6124000000,3772146.1490000002
"1",433093.9917000000,3772196.8659999999
"1",433093.6723000000,3772194.2280000001
"1",433095.2270000000,3772188.1970000002
"1",433089.9454000001,3772188.2489999998
"1",433095.0009000000,3772180.1299999999
"1",433098.8615000000,3772184.7870000000
"1",433018.9078000000,3772081.3990000002
"1",432996.5077000000,3772179.6579999998
"1",433433.9540000001,3772605.9380000001
"1",433427.4317000000,3772607.2470000000
"1",433433.5427000000,3772627.4150000000
"1",433426.6360000000,3772631.4040000001
"1",433420.5910000000,3772632.3870000001
"1",433434.5083000000,3772567.3440000000
"1",433434.2378000000,3772594.2840000000
"1",433432.3769000000,3772587.3309999998
"1",433465.6694000000,3772614.8629999999
"1",433464.5030000001,3772638.8390000002
"1",433555.6540000000,3772546.0869999998
"1",433568.2042000000,3772546.3620000002
"1",433442.1823000000,3772546.6450000000
"1",433237.9912000000,3773103.7179999999
"1",433250.0916000000,3773105.2100000000
"1",433233.2287000000,3773111.0159999998
"1",433261.7680000000,3773105.0699999998
"1",433255.6040000000,3773132.6869999999
"1",433175.1586000000,3773146.0389999999
"1",433170.8795000000,3773141.9350000001
"1",433171.2869000000,3773133.0210000002
"1",433183.5419000000,3773137.5210000002
"1",433184.2637000000,3773006.7540000002
"1",433200.3883000000,3773007.8040000000
"1",433193.7177000000,3773040.6620000000
"1",433191.8015000000,3773029.3369999998
"1",433115.2413000000,3773030.8629999999
"1",433145.8167000000,3773046.2900000000
"1",433147.5555000000,3773039.5690000001
"1",433148.0078000000,3773033.1189999999
"1",433132.2260000000,3773027.6020000000
"1",433133.4066000000,3773042.8020000001
"1",433134.2992000000,3773054.9109999998
"1",433123.8318000000,3773012.9879999999
"1",433130.0622000000,3773017.3100000001
"1",433145.5988000000,3773024.1189999999
"1",433134.0271000000,3773069.1979999999
"1",433160.4099000001,3773106.2110000001
"1",433169.9994000000,3773104.1099999999
"1",433172.3568000000,3773107.5720000002
"1",433145.7329000000,3773101.7549999999
"1",433234.5376000000,3773075.3259999999
"1",433221.7269000000,3773077.2459999998
"1",433204.5691000000,3773077.5800000001
"1",433170.8939000000,3773076.2609999999
"1",433167.2154000000,3773071.3470000001
"1",433160.6432000000,3773074.2170000002
"1",433154.4913000000,3773069.4920000001
"1",433147.2218000000,3773068.5729999999
"1",433154.4410000000,3773064.3769999999
"1",433148.9301000000,3773074.4970000000
"1",433131.2966000000,3773002.2629999998
"1",433143.3388000001,3773002.5669999998
"1",433135.2681000000,3773008.7719999999
"1",433134.7515000000,3773048.4610000001
"1",433063.6336000000,3771321.4490000000
"1",433032.6014000000,3771320.0740000000
"1",433027.6446000000,3771320.7560000001
"1",433024.0554000000,3771320.8969999999
"1",433030.9668000000,3771325.6869999999
"1",432988.4348000000,3771317.7230000002
"1",432995.8612000000,3771317.8149999999
"1",432960.9521000000,3771325.2530000000
"1",432967.3516000000,3771338.3909999998
"1",432984.8636000000,3771340.5290000001
"1",432994.1970000000,3771333.1770000001
"1",432998.1666000000,3771334.1280000000
"1",433025.2678000000,3771338.1519999998
"1",433005.3197000000,3771339.9980000001
"1",432992.5349000001,3771365.5350000001
"1",432997.4880000000,3771365.8169999998
"1",432960.1016000000,3771379.0809999998
"1",432967.2719000000,3771388.7270000000
"1",432970.3146000000,3771386.6899999999
"1",432972.6158000001,3771384.4500000002
"1",432979.2840000000,3771385.9679999999
"1",432984.4208000000,3771382.1159999999
"1",432994.1337000000,3771381.8089999999
"1",432999.3099000000,3771381.9700000002
"1",433012.1089000000,3771384.0619999999
"1",433020.9035000000,3771387.0380000002
"1",433036.7474000000,3771398.0759999999
"1",433042.9942000000,3771399.7050000001
"1",433029.1137000000,3771376.8920000000
"1",433444.5686000000,3774402.6299999999
"1",433449.5853000000,3774388.3999999999
"1",433465.0510000000,3774387.9900000002
"1",433477.7190000000,3774391.4750000001
"1",433513.4227000000,3774404.0150000001
"1",433489.0352000000,3774414.8259999999
"1",433483.8791000000,3774414.8769999999
"1",433446.3461000000,3774426.0750000002
"1",433534.7749000000,3774399.1639999999
"1",433546.1309000000,3774400.3420000002
"1",433425.4638000001,3774448.2990000001
"1",433432.7317000000,3774449.0520000001
"1",433424.4180000000,3774476.1960000000
"1",433432.5109000000,3774476.9410000001
"1",433441.2800000001,3774479.3300000001
"1",433441.6906000000,3774470.7459999998
"1",433442.1110000000,3774463.1510000001
"1",433487.8373000000,3774465.0120000001
"1",433475.7960000000,3774465.4600000000
"1",433474.7833000000,3774463.1600000001
"1",433473.6023000001,3774460.5310000000
"1",433456.1253000000,3774445.1919999998
"1",433463.0454000000,3774444.1340000001
"1",433471.2936000000,3774443.8879999998
"1",433488.5065000000,3774449.1639999999
"1",433491.7740000000,3774445.8319999999
"1",433482.1377000000,3774439.1609999998
"1",433498.8655000000,3774445.4320000000
"1",433503.4027000000,3774436.9720000001
"1",433519.4055000000,3774436.6490000002
"1",433526.9650000001,3774450.2710000002
"1",433530.4169000000,3774448.9169999999
"1",433528.5679000000,3774445.4700000002
"1",433524.9742000000,3774465.9670000002
"1",433529.5957000000,3774466.0860000001
"1",433529.8737000000,3774460.8029999998
"1",433545.7063000000,3774443.1560000000
"1",433534.7468000000,3774436.1680000001
"1",433428.6764000000,3774517.0049999999
"1",433445.6865000000,3774516.3220000002
"1",433461.4177000000,3774516.6830000002
"1",433478.9535000000,3774517.0260000001
"1",433488.2801000000,3774521.5750000002
"1",433529.7765000000,3774520.1359999999
"1",433547.6707000000,3774504.4900000002
"1",433516.5046000000,3774527.5989999999
"1",433518.3568000000,3774531.3760000002
"1",433523.6270000000,3774530.3339999998
"1",433528.9247000000,3774532.0970000001
"1",433529.2303000000,3774529.6189999999
"1",433540.6004000000,3774528.0219999999
"1",433537.2810000000,3774526.0740000000
"1",433494.2746000000,3774503.5490000001
"1",433550.3705000000,3774464.3969999999
"1",433565.3695000000,3774429.1020000000
"1",433563.6140000000,3774418.3930000002
"1",433564.0279000000,3774410.1390000000
"1",433564.7328000000,3774397.9210000001
"1",434569.1011000001,3774271.2319999998
"1",434583.1115000000,3774270.7480000001
"1",434585.0690000000,3774276.2650000001
"1",434570.0088000000,3774275.5480000000
"1",434583.9601000001,3774286.6579999998
"1",434568.9185000001,3774287.8440000000
"1",434569.5838000000,3774302.7179999999
"1",434585.6891000000,3774304.1159999999
"1",434584.2698000000,3774318.1450000000
"1",434585.7701000000,3774294.7719999999
"1",434570.4205000000,3774317.4169999999
"1",434567.9700000000,3774332.1480000000
"1",434569.2826000000,3774324.8679999998
"1",434582.2078000000,3774337.1990000000
"1",434583.5493000000,3774332.8599999999
"1",434580.5866000000,3774348.2880000002
"1",434565.8689000000,3774347.2220000001
"1",434562.3718000000,3774361.0980000002
"1",434563.2726000001,3774364.7230000002
"1",434577.6137000000,3774362.6790000000
"1",434576.5625000000,3774378.9530000002
"1",434561.3155000001,3774376.8539999998
"1",434578.2280000000,3774372.3620000002
"1",434613.5816000000,3774272.5240000002
"1",434632.2802000000,3774273.7250000001
"1",434518.5677000000,3774235.0469999998
"1",434539.1677000000,3774236.0559999999
"1",434540.3317000000,3774248.8480000002
"1",434532.3528000000,3774246.8500000001
"1",434629.4951000000,3774268.5060000001
"1",434622.0732000000,3774268.2470000000
"1",434768.9840000000,3775761.8610000000
"1",434799.2773000000,3775756.9120000000
"1",434799.3086000000,3775748.8280000002
"1",434736.7601000000,3775750.6609999998
"1",434680.2171000000,3775752.2829999998
"1",434682.9148000001,3775762.7650000001
"1",434691.7020000000,3775762.6790000000
"1",434716.8469000000,3775644.7650000001
"1",434724.9461000000,3775643.6039999998
"1",434733.5939000000,3775643.2489999998
"1",434744.4096000000,3775643.4130000002
"1",434752.7845000000,3775642.7900000000
"1",434762.5163000000,3775642.6940000001
"1",434757.5068000000,3775628.1439999999
"1",434734.7876000000,3775617.6850000001
"1",434722.7831000000,3775635.6320000002
"1",434726.3586000000,3775627.6239999998
"1",434711.3620000000,3775634.0830000001
"1",434691.9975000000,3775624.3080000002
"1",434674.2054000000,3775633.6460000002
"1",433455.9272000000,3775788.4339999999
"1",433471.0921000000,3775797.8199999998
"1",433424.3864000000,3775772.8840000001
"1",433563.5578000000,3775816.5980000002
"1",433545.6248000000,3775807.2379999999
"1",433423.0730000000,3775849.1230000001
"1",433425.7580000000,3775840.2769999998
"1",433426.4073000000,3775829.4350000001
"1",433420.5539000000,3775862.0000000000
"1",433443.3381000000,3775821.4569999999
"1",433484.1340000000,3775857.2170000002
"1",433470.7848000000,3775857.8520000000
"1",433459.8144000000,3775856.9520000000
"1",433459.5749000000,3775819.7859999998
"1",433484.9725000000,3775814.3700000001
"1",433501.9702000000,3775813.1949999998
"1",433515.3186000000,3775825.2850000001
"1",433516.5751000000,3775837.7459999998
"1",433501.5008000000,3775847.1320000002
"1",433513.1205000000,3775847.6080000000
"1",433486.4421000000,3775848.5000000000
"1",433489.5322000000,3775842.4219999998
"1",433530.1242000000,3775831.8169999998
"1",433535.9416000000,3775834.0279999999
"1",433452.0901000000,3775907.4649999999
"1",433451.4086000000,3775898.2190000000
"1",433462.0151000000,3775895.7519999999
"1",433470.8733000000,3775895.6650000000
"1",433476.5315000000,3775890.4909999999
"1",433478.3689000000,3775897.1660000002
"1",433511.5477000000,3775907.8640000001
"1",433506.1923000000,3775783.6940000001
"1",433517.4048000000,3775782.7969999998
"1",433472.7043000000,3775821.6250000000
"1",433483.9833000000,3775787.4559999998
"1",433507.0486000000,3775890.7810000000
"1",433441.1690000000,3775895.5630000001
"1",433457.1039000000,3775842.1719999998
"1",433457.6936000000,3775844.7459999998
"1",433559.2743000000,3775836.4440000001
"1",433554.2226000000,3775835.2340000002
"1",433563.6692000000,3775847.7409999999
"1",433564.5078000000,3775843.3229999999
"1",433565.0861000000,3775850.8769999999
"1",433420.3497000000,3775892.4920000001
"1",433433.6902000000,3775890.9750000001
"1",433439.4846000001,3775903.6439999999
"1",433439.8072000000,3775910.8220000002
"1",432544.1122000000,3773585.9479999999
"1",432558.2774000000,3773583.2289999998
"1",432564.8612000000,3773582.1600000001
"1",432643.3411000000,3773588.8429999999
"1",432634.3010000000,3773485.8610000000
"1",435358.1190000000,3774467.3720000000
"1",435349.8332000000,3774445.8010000000
"1",435343.2955000000,3774415.4060000000
"1",435330.6028000000,3774393.5120000001
"1",435322.8391000000,3774387.7170000002
"1",435285.5007000000,3774397.2579999999
"1",435272.3591000000,3774404.3599999999
"1",435366.0365000000,3774385.1110000000
"1",435360.1624000000,3774414.4810000001
"1",435366.1691000000,3774429.1529999999
"1",435327.8135000000,3774411.3420000002
"1",435330.1434000000,3774418.9849999999
"1",435343.6400000000,3774431.0279999999
"1",435374.4684000000,3774461.0600000001
"1",435379.7413000000,3774471.8130000001
"1",435384.4960000000,3774477.6379999998
"1",435278.5470000000,3774523.0699999998
"1",435323.4582000000,3774528.2650000001
"1",435348.2457000001,3774517.2170000002
"1",435374.5439000000,3774516.4890000001
"1",435377.4129000000,3774521.6280000000
"1",435379.3471000000,3774527.2459999998
"1",435353.7227000000,3774500.9569999999
"1",435332.6103000000,3774527.4709999999
"1",435355.7654000000,3774517.6129999999
"1",435381.7417000000,3774531.9190000002
"1",435398.8501000000,3774504.2710000002
"1",435405.4513000000,3774506.7900000000
"1",435407.4225000000,3774516.1660000002
"1",435304.5158000000,3774512.7149999999
"1",435365.3502000000,3774513.0559999999
"1",432380.7198000000,3775908.4150000000
"1",432411.8992000000,3775902.4709999999
"1",432411.7890000000,3775915.1549999998
"1",432440.0741000001,3775901.4900000002
"1",432464.1018000000,3775884.8119999999
"1",432475.1328000000,3775883.9989999998
"1",432442.2540000000,3775884.3220000002
"1",432459.3178000000,3775899.8909999998
"1",432480.0918000000,3775914.3420000002
"1",432494.7300000000,3775906.1170000001
"1",432351.2829000000,3775806.8450000002
"1",432359.5377000000,3775805.5619999999
"1",432366.8982000000,3775805.0380000002
"1",432389.1193000000,3775802.4150000000
"1",432377.4706000000,3775794.8629999999
"1",432359.1454000000,3775796.2459999998
"1",432346.8266000000,3775796.9679999999
"1",432473.3338000000,3775775.5819999999
"1",432480.4040000000,3775776.1129999999
"1",432490.7705000000,3775775.5600000001
"1",432494.5266000000,3775775.3730000001
"1",432484.3104000000,3775775.9249999998
"1",431538.8737000000,3774366.2170000002
"1",431540.4375000000,3774351.3220000002
"1",431564.2404000000,3774371.7820000001
"1",431569.4179000000,3774376.5200000000
"1",431563.0160000000,3774351.6129999999
"1",431562.9396000000,3774378.6359999999
"1",431573.5121000000,3774375.4539999999
"1",431563.5555000000,3774336.8999999999
"1",431557.8987000000,3774335.5869999998
"1",431558.5957000000,3774319.5030000000
"1",431538.4034000000,3774262.9100000001
"1",431444.0296000000,3774234.7740000002
"1",431447.8456000000,3774240.2089999998
"1",431451.1736000000,3774229.7640000000
"1",431563.9672000000,3774239.5809999998
"1",431423.2944000000,3774308.3580000000
"1",431439.5417000000,3774307.8480000002
"1",431444.1613000000,3774307.4520000000
"1",431468.3414000000,3774322.9060000000
"1",431471.3790000000,3774332.6140000001
"1",431432.1557000000,3774326.1340000001
"1",431435.9074000001,3774330.0899999999
"1",431452.6918000000,3774353.9360000002
"1",431471.2505000000,3774348.9369999999
"1",431482.8755000000,3774351.2310000001
"1",431452.9155000000,3774332.1519999998
"1",431448.2252000000,3774367.2239999999
"1",431433.2290000000,3774378.3169999998
"1",431517.0128000001,3774369.3390000002
"1",431512.9232000000,3774353.4739999999
"1",431445.9442000001,3774246.5150000001
"1",431446.8542000000,3774250.0079999999
"1",431446.4486000000,3774253.2960000001
"1",431489.2473000000,3774231.0929999999
"1",431453.7337000000,3774340.5630000001
"1",431483.7988000000,3774331.0129999998
"1",431435.8497000000,3774307.3700000001
"1",431531.5214000001,3774349.0150000001
"1",435607.0958000000,3774565.2149999999
"1",435611.5315000000,3774583.4139999999
"1",435615.8506000000,3774589.7570000002
"1",435624.6552000000,3774588.4539999999
"1",435633.4806000000,3774589.2790000001
"1",435641.3851000000,3774589.2009999999
"1",435665.0326000000,3774582.2799999998
"1",435669.0537000000,3774589.2330000000
"1",435679.0893000000,3774589.4389999998
"1",435687.9058000000,3774589.3520000000
"1",435635.8814000000,3774603.3760000002
"1",435645.4211000000,3774603.8650000002
"1",435652.8167000000,3774603.9870000002
"1",435671.1103000000,3774604.1960000000
"1",435678.3056000000,3774603.7370000002
"1",435709.1544000000,3774594.4819999998
"1",435709.6692000000,3774587.4720000001
"1",435689.5576000000,3774580.4700000002
"1",435710.2077000001,3774602.6439999999
"1",435718.8830000000,3774594.3859999999
"1",435709.5615000000,3774616.0770000000
"1",435633.7404000000,3774642.8980000000
"1",435632.8385000000,3774650.1069999998
"1",435688.4189000000,3774642.7500000000
"1",435688.1082000000,3774650.7310000001
"1",435707.9016000000,3774664.9360000002
"1",435711.9889000000,3774645.2420000001
"1",435589.3657000000,3774653.9360000002
"1",435575.1310000000,3774662.7940000002
"1",435636.7451000000,3774570.9019999998
"1",435642.4745000000,3774570.9700000002
"1",435646.3287000000,3774570.3089999999
"1",435606.9107000000,3774551.1450000000
"1",435607.0348000000,3774538.4399999999
"1",435574.6134000000,3774686.6359999999
"1",435571.2065000000,3774680.6120000002
"1",435626.7365000000,3774603.4660000000
"1",435611.3750000000,3774604.5899999999
"1",435606.2057000000,3774613.2020000000
"1",435606.7576000000,3774629.7370000002
"1",435606.5234000000,3774645.5010000002
"1",435607.1456000000,3774676.3029999998
"1",435611.4738000000,3774685.8489999999
"1",435633.0057000000,3774684.5170000000
"1",435611.5754000000,3774658.2009999999
"1",435786.8676000000,3774905.5940000000
"1",435790.0554000000,3774892.0570000000
"1",435789.7048000000,3774923.9419999998
"1",435793.0843000000,3774929.8870000001
"1",435780.0230000000,3774930.0150000001
"1",435769.8330000000,3774929.4509999999
"1",435765.4294000000,3774931.9300000002
"1",435758.3605000000,3774933.5490000001
"1",435744.6175000000,3774931.9130000002
"1",435735.3153000000,3774931.5619999999
"1",435729.5703000000,3774932.7259999998
"1",435725.5942000000,3774933.6499999999
"1",435725.5528000000,3774929.4440000001
"1",435751.9296000000,3774932.5060000001
"1",433610.1344000000,3771424.8229999999
"1",433679.9248000000,3771426.1519999998
"1",433718.5806000000,3771412.1699999999
"1",433719.7732000000,3771405.3560000001
"1",433708.4708000000,3771408.7420000001
"1",433713.1476000001,3771397.6129999999
"1",433698.3709000000,3771406.3229999999
"1",433688.7895000000,3771405.4090000000
"1",433673.9509000000,3771407.8220000002
"1",433677.6300000000,3771397.7100000000
"1",433582.4889000000,3771405.6979999999
"1",433574.7926000000,3771404.8670000001
"1",433593.1365000000,3771401.3010000000
"1",433608.6421000000,3771404.2119999998
"1",433613.4101000000,3771397.2330000000
"1",433660.0674000000,3771403.8679999998
"1",433665.9071000000,3771407.5180000002
"1",433664.1620000000,3771328.3769999999
"1",433697.3603000000,3771327.0830000001
"1",433706.8364000000,3771323.4430000000
"1",433711.0784000000,3771328.5610000002
"1",433705.6430000000,3771316.8450000002
"1",433713.5016000000,3771345.4649999999
"1",433704.1534000000,3771345.7179999999
"1",433698.3501000000,3771345.7749999999
"1",433690.6219000001,3771346.8180000000
"1",433679.9777000000,3771346.4389999998
"1",433673.2088000000,3771346.6669999999
"1",433668.2099000000,3771346.5550000002
"1",433663.0530000000,3771346.7670000000
"1",433717.1859000000,3771359.4550000001
"1",433626.2821000000,3771312.6269999999
"1",433579.6849000000,3771312.1179999998
"1",433689.2448000000,3771387.1359999999
"1",433679.5558000000,3771352.9679999999
"1",433300.7884000000,3771287.3369999998
"1",433318.7127000000,3771287.8369999998
"1",433338.6270000000,3771284.4300000002
"1",433351.3960000000,3771293.6020000000
"1",433350.9432000000,3771281.9419999998
"1",433357.0792000000,3771252.6359999999
"1",433382.6178000000,3771236.6630000002
"1",433384.6275000000,3771217.5410000002
"1",433372.8483000000,3771200.4879999999
"1",433328.9845000000,3771198.8059999999
"1",433325.6957000000,3771186.6869999999
"1",433391.5427000000,3771167.5510000000
"1",433403.6972000000,3771167.9589999998
"1",433340.4394000000,3771181.7880000002
"1",433295.0038000000,3771181.4419999998
"1",433292.5574000000,3771201.2769999998
"1",433306.2420000001,3771196.1239999998
"1",433305.7439000000,3771158.5570000000
"1",433295.9254000000,3771159.9690000000
"1",433385.6965000000,3771290.5400000000
"1",433392.5098000000,3771290.2560000001
"1",433367.9760000000,3771292.8780000000
"1",433388.3272000000,3771305.0120000001
"1",433356.7310000001,3771271.5660000001
"1",433356.5533000001,3771302.3420000002
"1",433780.6166000000,3771551.9180000001
"1",433785.8550000000,3771551.6970000002
"1",433799.5467000000,3771551.5630000001
"1",433805.7993000000,3771551.3319999999
"1",433818.8199000000,3771551.7119999998
"1",433824.2239000000,3771551.1510000001
"1",433783.0442000000,3771540.9060000000
"1",433782.6297000000,3771533.1340000001
"1",433782.0495000000,3771525.7009999999
"1",433801.8101000000,3771541.0600000001
"1",433801.7387000000,3771533.7910000002
"1",433801.9838000000,3771524.3220000002
"1",433821.9318000000,3771541.5380000002
"1",433821.5040000000,3771532.4139999999
"1",433821.9348000000,3771524.6329999999
"1",433837.2138000001,3771514.0019999999
"1",433823.2006000000,3771515.8300000001
"1",433818.6351000000,3771515.7059999998
"1",433805.6144000000,3771515.3270000000
"1",433798.0129000000,3771515.9079999998
"1",433785.8425000001,3771516.0279999999
"1",433780.7716000000,3771516.0780000002
"1",433767.2455000000,3771515.8730000001
"1",433866.0301000000,3771556.3190000001
"1",433866.6236000000,3771565.1039999998
"1",433866.2211000000,3771575.7579999999
"1",433866.6573000000,3771585.7280000001
"1",433733.9125000000,3771549.2670000000
"1",433780.4870000000,3771598.5770000000
"1",433792.7157000000,3771598.8900000001
"1",433802.4520000000,3771598.7940000002
"1",433819.4344000001,3771598.4109999998
"1",433809.4987000000,3771600.2390000001
"1",433814.0264000000,3771598.5720000002
"1",433856.4499000000,3771493.1889999998
"1",433764.5935000000,3771544.6370000001
"1",433765.1315000000,3771555.3429999999
"1",433763.9795000000,3771504.1800000002
"1",432063.6618000000,3775910.0480000000
"1",432038.6735000000,3775906.8429999999
"1",432052.2050000000,3775861.0669999998
"1",432065.3597000000,3775846.8119999999
"1",432048.2126000001,3775821.2220000001
"1",432039.0649000000,3775822.5010000002
"1",432054.5852000000,3775805.9309999999
"1",432046.9040000000,3775804.1919999998
"1",432166.5433000000,3775787.6869999999
"1",432159.0837000000,3775787.9619999998
"1",432149.4057000000,3775788.2590000001
"1",432130.6486000000,3775788.2420000001
"1",432121.5915000000,3775790.1460000002
"1",432091.4239000000,3775839.8560000001
"1",432119.1227000000,3775826.2319999998
"1",432124.6586000000,3775824.7579999999
"1",432132.1546000000,3775825.7170000002
"1",432157.1835000000,3775824.4380000001
"1",432042.7103000000,3775869.9830000000
"1",432039.6199000000,3775863.3580000000
"1",432169.7256000000,3775824.1609999998
"1",432119.2302000000,3775837.1620000000
"1",432119.3803000000,3775831.9169999999
"1",432118.9557000000,3775850.2749999999
"1",432121.1350000000,3775866.7910000002
"1",432076.1567000000,3775846.0570000000
"1",432075.0314000000,3775834.1680000001
"1",432077.8474000001,3775853.9060000000
"1",432069.7827000000,3775854.1869999999
"1",432072.4718000000,3775861.0180000002
"1",432065.4749000000,3775867.3390000002
"1",432063.5489000000,3775856.0630000001
"1",432068.4444000000,3775861.6620000000
"1",432060.6210000000,3775865.9750000001
"1",432097.7874000000,3775914.3450000002
"1",432106.6550000001,3775910.3849999998
"1",432105.9513000000,3775904.4539999999
"1",432115.7641000000,3775904.7450000001
"1",432141.4294000000,3775902.5570000000
"1",432133.9461000000,3775902.8879999998
"1",432120.7385000000,3775911.7960000001
"1",432130.1312000000,3775908.7340000002
"1",432152.4484000000,3775907.3530000001
"1",432155.5117000000,3775903.8380000000
"1",432158.0828000000,3775902.7799999998
"1",432161.8042000000,3775900.5490000001
"1",432172.2967000000,3775904.3180000000
"1",432161.7387000000,3775907.0040000002
"1",432185.4438000000,3775902.3820000002
"1",432171.3937000000,3775870.7340000002
"1",432181.9240000000,3775875.0680000000
"1",430920.9451000000,3775175.3100000001
"1",430908.7870000000,3775220.8089999999
"1",430911.8234000000,3775209.1189999999
"1",430931.4776000000,3775220.9010000001
"1",430894.3161000000,3775191.3280000002
"1",430872.7712000000,3775179.5649999999
"1",430872.6473000000,3775166.9610000001
"1",430913.5676000000,3775162.1469999999
"1",430948.5932000000,3775262.9610000001
"1",430907.2161000000,3775285.4270000001
"1",430811.4329000000,3775276.1730000000
"1",430815.3173000000,3775264.2590000001
"1",430811.9261000000,3775260.6779999998
"1",430812.1068000000,3775252.8029999998
"1",430815.0219000000,3775235.5959999999
"1",430817.0419000000,3775216.6680000001
"1",430812.6159000000,3775212.6779999998
"1",430813.3453000000,3775204.8050000002
"1",430852.2260000000,3775220.7599999998
"1",430871.8571000000,3775227.6260000002
"1",430855.0518000000,3775241.5060000001
"1",430868.4689000000,3775252.2650000001
"1",430951.2756000000,3775152.5340000000
"1",430949.5712000000,3775164.0340000000
"1",430950.3656000000,3775160.8040000000
"1",430874.5829000000,3775279.2310000001
"1",430881.7834000000,3775273.1090000002
"1",430908.2296000000,3775275.6730000000
"1",430895.9021000000,3775273.1719999998
"1",430913.8415000000,3775231.0449999999
"1",430945.0167000000,3775222.2680000002
"1",430827.2846000000,3775227.6609999998
"1",430893.6526000000,3775299.4040000001
"1",430904.0760000000,3775300.8709999998
"1",430909.3268000000,3775297.1850000001
"1",430916.6316000000,3775300.7480000001
"1",430920.2694000000,3775301.0430000001
"1",430902.0553000000,3775297.0090000001
"1",430847.9078000000,3775204.9500000002
"1",430824.8559000000,3775183.5989999999
"1",430823.8276000000,3775188.2360000000
"1",430821.8882000000,3775192.6329999999
"1",430819.0206000000,3775195.0570000000
"1",430946.8953000000,3775282.0699999998
"1",433250.2747000000,3775895.0090000001
"1",433212.1396000000,3775895.7949999999
"1",433207.2361000000,3775889.3890000000
"1",433185.3060000000,3775894.8489999999
"1",433182.3465000000,3775901.5340000000
"1",433177.3584000001,3775907.0279999999
"1",433113.4732000000,3775911.4509999999
"1",433144.1164000000,3775890.2119999998
"1",433141.7658000000,3775897.2940000002
"1",433135.0752000000,3775893.7289999998
"1",433122.7655000000,3775893.0440000002
"1",433122.8211000000,3775898.6899999999
"1",433124.3220000000,3775907.7510000002
"1",433128.5102000000,3775861.9270000001
"1",434804.6554000000,3776183.2640000000
"1",434807.5534000000,3776170.3280000002
"1",434804.6779000000,3776144.5410000002
"1",434824.6257000000,3776163.1009999998
"1",434840.8210000000,3776128.2519999999
"1",434805.5856000000,3776093.3029999998
"1",434804.8563000000,3776101.1760000000
"1",434819.1924000000,3776102.8500000001
"1",434836.3261000000,3776101.8750000000
"1",434813.5385000000,3776122.6710000001
"1",434896.2832000000,3776128.1099999999
"1",434868.8407000000,3776126.7659999998
"1",434804.3294000000,3776129.6189999999
"1",434869.8795000000,3776150.3530000001
"1",434873.6087000000,3776160.4010000001
"1",434803.6515000000,3776081.2209999999
"1",434887.4251000000,3776109.2379999999
"1",434897.5024000000,3776108.5340000000
"1",434904.7644000000,3776108.6639999999
"1",434949.2235000000,3776097.1340000001
"1",434911.8055000000,3776127.3520000000
"1",434889.1401000000,3776078.5649999999
"1",434929.4563000000,3776158.4389999998
"1",434931.5953000000,3776150.3509999998
"1",434931.5298000000,3776143.6960000000
"1",434921.1543000000,3776155.0920000002
"1",434921.4135000000,3776160.9389999998
"1",434938.1815000000,3776163.7990000001
"1",434947.3260000000,3776170.7680000002
"1",434897.7471000000,3776153.9109999998
"1",434878.5981000000,3776134.5359999998
"1",434897.4918000000,3776148.4679999999
"1",434899.6395000000,3776161.7579999999
"1",434902.5322000000,3776168.7889999999
"1",434804.3436000000,3776218.8130000001
"1",434812.0825000000,3776218.2200000002
"1",434816.9832000000,3776217.7850000001
"1",434822.0130000000,3776217.3480000002
"1",434827.9513000000,3776217.4190000002
"1",434829.6731000000,3776169.3840000001
"1",434886.6266000000,3776222.6009999998
"1",434831.4385000000,3776188.2330000000
"1",434924.4749000000,3776185.1110000000
"1",434938.9293000000,3776178.3130000001
"1",434944.1321000000,3776165.9350000001
"1",434948.7823000000,3776166.2760000001
"1",434952.9188000000,3776166.8810000001
"1",434940.4260000000,3776169.7149999999
"1",434844.1133000001,3776167.6930000000
"1",434843.2500000000,3776158.6660000002
"1",434907.4946000000,3776160.6719999998
"1",434912.6665000000,3776153.3610000000
"1",434827.6339000000,3776185.1519999998
"1",434843.6737000000,3776188.6080000000
"1",434937.5521000000,3776202.3270000000
"1",434945.5989000000,3776200.2310000001
"1",434942.7756000000,3776200.2590000001
"1",434930.4793000000,3776180.4130000002
"1",431531.0396000000,3775238.5789999999
"1",431491.8016000000,3775262.1409999998
"1",431460.5291000000,3775278.9709999999
"1",431459.5346000000,3775271.1790000000
"1",431427.7828000000,3775285.9479999999
"1",431427.8415000000,3775291.9130000002
"1",431550.8967000000,3775218.4219999998
"1",431556.8756000001,3775214.6979999999
"1",431546.9039000000,3775204.2689999999
"1",431521.8140000000,3775204.8909999998
"1",431496.3430000000,3775163.8820000002
"1",431502.1335000000,3775169.3319999999
"1",431512.6455000000,3775164.8689999999
"1",431509.8002000000,3775178.8950000000
"1",431483.6426000000,3775179.1519999998
"1",431437.9324000000,3775217.5469999998
"1",431454.0397000000,3775212.6889999998
"1",431437.2537000000,3775193.3210000000
"1",431460.3798000000,3775200.2900000000
"1",431448.1090000000,3775192.0400000000
"1",431486.4695000000,3775300.1710000001
"1",431473.2279000000,3775301.3350000000
"1",431514.0620000000,3775267.2850000001
"1",431462.5939000000,3775151.3700000001
"1",434202.5640000000,3774233.2390000001
"1",434274.8211000000,3774234.4290000000
